med_display_name,rxnorm_concat,med_dose_unit_desc,ingredient_concept_id,variable_name
phenylephrine (NEO-SYNEPHRINE) 10 mg in 0.9 % NaCl 250 mL infusion,| 313002 | 1232651 |,ml/hr,1135766,corticosteroids
methylPREDNISolone (Solu-MEDROL) 22 mg in 0.9 % NaCl 2.2 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
hydrocortisone (Solu-CORTEF) 500 mg in 0.9 % NaCl 50 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
tobramycin (NEBCIN) 380 mg in D5W IVPB,| 597823 | 1795621 |,mg/kg,902722,corticosteroids
phenylephrine (NEO-SYNEPHRINE) IV syringe 0.1 mg,| 8164 |,mg,1135766,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 75 mg in 0.9 % NaCl 7.5 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
gentamicin (GARAMYCIN) injection 40 mg,| 239204 |,mg,45892419,corticosteroids
aspirin 5 MG/ML oral liquid 81 mg,| 212033 |,mg,1112807,corticosteroids
hydrocortisone (SOLU-CORTEF) injection 15 mg,| 238755 |,mg,975125,corticosteroids
vancomycin (VANCOCIN) 354 mg in 0.9 % NaCl IV,| 239209 | 313002 |,mg,1707687,corticosteroids
hydrocortisone 1 % lotion,| 103403 |,application,975125,corticosteroids
gentamicin (GARAMYCIN) 503 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
"vancomycin (VANCOCIN) 1,000 mg in 0.9 % NaCl 100 mL IV",| 239209 | 313002 |,mg,1707687,corticosteroids
"prednisoLONE (ORAPRED, PRELONE) 20 MG/6.7 ML oral liquid 40 mg",| 283077 |,mg,1550557,corticosteroids
methylPREDNISolone (Solu-MEDROL) injection 40 mg,| 1743704 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) injection 500 mg,| 1743704 |,mg,1506270,corticosteroids
hydrocortisone-pramoxine (PROCTOFOAM-HC) rectal foam 1 applicator,| 828362 |,applicator,975125,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 2,892 mg in 0.9 % NaCl 100 mL infusion",| 313002 | 314099 |,mg,1506270,corticosteroids
prednisoLONE (ORAPRED) oral solution 93.4 mg,| 283077 |,mg,1550557,corticosteroids
EPINEPHrine (ADRENALIN) 0.1 MG/ML injection 0.454 mg,| 3992 |,mg,1343916,corticosteroids
tobramycin (NEBCIN) 430 mg in 0.9 % NaCl IVPB,| 313002 | 597823 |,mg,902722,corticosteroids
dexamethasone (DECADRON) tablet 2.5 mg,| 197577 | 197580 |,mg,1518254,corticosteroids
gentamicin (GARAMYCIN) injection 40 mg,| 1870650 |,mg,45892419,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) injection 375 mg,| 1743704 |,mg,1506270,corticosteroids
neomycin-polymyxin-dexamethasone (MAXITROL) 3.5-10000-0.1 ophthalmic ointment OINT 1 small amount,| 309679 |,small amount,1518254,corticosteroids
hydrocortisone (CORTENEMA) enema 100 mg ++POM++,| 310878 |,mg,975125,corticosteroids
hydrocortisone 1 % ointment,| 203105 |,applicator,975125,corticosteroids
"vancomycin (VANCOCIN) 1,750 mg in 0.9 % NaCl 250 mL IVPB",| 239209 | 313002 |,mg,1707687,corticosteroids
"vancomycin (VANCOCIN) 1,000 mg in 0.9 % NaCl 250 mL IVPB",| 239209 | 313002 |,mg,1707687,corticosteroids
dexamethasone (DECADRON) 5 mg,| 197577 | 197582 |,mg,1518254,corticosteroids
"lidocaine-EPINEPHrine 1 %-1:100,000 injection 1 mL",| 1010751 |,ml,1343916,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 10 mg 2,016 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204536 | 237371 | 237508 | 237786 | 238755 | 308395 | 313016 | 313324 | 540930 | 562352 | 801031 | 1871155 |,ml/hr,975125,corticosteroids
"vancomycin (VANCOCIN) 1,510 mg in 0.9 % NaCl IV",| 239209 | 313002 |,mg,1707687,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) in 0.9 % NaCl 100 mL IVPB,| 313002 | 314099 |,ml/hr,1506270,corticosteroids
hydrocortisone (CORTEF) oral liquid 3 mg,| 197783 |,mg,975125,corticosteroids
augmented betamethasone dipropionate (DIPROLENE-AF) 0.05 % ointment,| 848180 |,applicator,920458,corticosteroids
phenylephrine (NEO-SYNEPHRINE) 50 mg in 0.9 % NaCl 500 mL **Hi Conc** infusion,| 313002 | 1232651 |,mg/kg/hr,1135766,corticosteroids
EPINEPHrine (ADRENALIN) 0.1 % nasal solution 1 puff,| 313967 |,puff,1343916,corticosteroids
vancomycin (VANCOCIN) injection 1 g,| 239209 |,mg,1707687,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 74 mg in 0.9 % NaCl 7.4 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
"vancomycin (VANCOCIN) 1,350 mg in 0.9 % NaCl IV",| 239209 | 313002 |,mg,1707687,corticosteroids
aspirin oral liquid 10 mg,| 212033 |,mg,1112807,corticosteroids
budesonide (PULMICORT) nebulizer solution 1 mg,| 252559 |,mg,939259,corticosteroids
methylPREDNISolone (SOLU-MEDROL) 175 mg in 0.9 % NaCl 17.5 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 184 mg in 0.9 % NaCl 18.4 mL IV,| 313002 | 314099 |,mg/kg,1506270,corticosteroids
phenylephrine (NEO-SYNEPHRINE) IV syringe 0-1 mg,| 8164 |,mg,1135766,corticosteroids
amikacin (AMIKIN) 700 mg in D5W IVPB,| 643 | 1795621 |,mg,1790868,corticosteroids
"vancomycin (VANCOCIN) 1,750 mg in 0.9 % NaCl 500 mL IVPB",| 239209 | 313002 |,ml/hr,1707687,corticosteroids
methylPREDNISolone (MEDROL) tablet 14 mg,| 197969 | 259966 |,mg,1506270,corticosteroids
EPINEPHrine (ADRENALIN) 0.1 MG/ML 4 mg in D5W 250 mL infusion,| 3992 | 1795621 |,mg/kg/hr,1343916,corticosteroids
phenylephrine (MYDFRIN) 2.5 % ophthalmic solution 2 drop,| 1234579 |,drop,1135766,corticosteroids
"TPN with insulin regular 69 Units, famotidine (PEPCID) 40 mg, hydrocortisone (Solu-CORTEF) 12 mg, octreotide (SANDOSTATIN) 300 mcg 2,400 mL infusion",| 2418 | 6585 | 204441 | 204520 | 237371 | 237656 | 238755 | 311034 | 313016 | 540930 | 801136 | 1090560 | 1872384 |,ml/hr,975125,corticosteroids
aspirin oral liquid 3 mg,| 212033 |,mg,1112807,corticosteroids
phenylephrine (NEO-SYNEPHRINE) 500 mcg in 0.9 % NaCl 2.5 mL Syringe,| 313002 | 1232651 |,mg,1135766,corticosteroids
gentamicin (GARAMYCIN) 80 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 12.5 mg 2,520 mL infusion",| 2418 | 6536 | 6585 | 34322 | 39954 | 204520 | 238755 | 313016 | 540930 | 801031 |,ml/hr,975125,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 3.9 g in 0.9 % NaCl 390 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone (Solu-MEDROL) 132 mg in 0.9 % NaCl 13.2 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
"vancomycin (VANCOCIN) 1,000 mg in 0.9 % NaCl 250 mL IV",| 313002 | 1807513 |,mg,1707687,corticosteroids
neomycin-polymyxin-dexamethasone (MAXITROL) 3.5-10000-0.1 ophthalmic ointment OINT 1 strip,| 309679 |,strip,915981,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 151 mg in 0.9 % NaCl 15.1 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
gentamicin (GARAMYCIN) 100 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 53 mg in 0.9 % NaCl 5.3 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) injection 65 mg,| 1743704 |,mg,1506270,corticosteroids
"TPN with famotidine (PEPCID) 40 mg, hydrocortisone (Solu-CORTEF) 15 mg 3,000 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204441 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801136 | 1871155 |,ml/hr,975125,corticosteroids
hydrocortisone (Solu-CORTEF) 16 mg in 0.9 % NaCl 1.6 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
hydrocortisone (Solu-CORTEF) injection 125 mg,| 1738590 |,mg,975125,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 2 g in 0.45 % NaCl 100 mL IVPB,| 9863 | 314099 |,ml/hr,1506270,corticosteroids
tobramycin sulfate (NEBCIN) 130 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 597823 |,mg,902722,corticosteroids
"vancomycin (VANCOCIN) 1,500 mg in 0.9 % NaCl 250 mL Vial2Bag kit",| 239209 | 313002 | 1807516 |,ml/hr,1707687,corticosteroids
vancomycin (VANCOCIN) 500 mg in 0.9 % NaCl 100 mL IVPB,| 239209 | 313002 |,mg,1707687,corticosteroids
budesonide (PULMICORT) 180 MCG/ACT inhaler 2 puff,| 966522 |,puff,939259,corticosteroids
"vancomycin (VANCOCIN) injection 2,500 mg",| 239209 |,mg/kg,1707687,corticosteroids
prednisoLONE (ORAPRED) oral solution 45 mg,| 283077 |,mg,1550557,corticosteroids
tobramycin sulfate (NEBCIN) 360 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,corticosteroids
budesonide (PULMICORT) 90 MCG/ACT 4 puff,| 966527 |,puff,939259,corticosteroids
amikacin (AMIKIN) injection 750 mg,| 643 |,mg,1790868,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 1 mg in 0.9 % NaCl 1 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
neomycin-polymyxin-dexamethasone (MAXITROL) ophthalmic ointment,| 309679 |,dose,915981,corticosteroids
phenylephrine (NEO-SYNEPHRINE) injection 200 mcg,| 1232651 |,mg,1135766,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 108 mg in 0.9 % NaCl 10.8 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 70 mg in 0.9 % NaCl 100 mL infusion,| 313002 | 314099 |,mg,1506270,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 2,900 mg in 0.9 % NaCl 100 mL IVPB",| 313002 | 314099 |,mg,1506270,corticosteroids
"vancomycin (VANCOCIN) 1,500 mg in D5W IV **note diluent**",| 239209 | 1795621 |,mg,1707687,corticosteroids
tobramycin-dexamethasone (TOBRADEX) ophthalmic ointment 1 application,| 309682 |,application,1518254,corticosteroids
gentamicin (GARAMYCIN) injection 5 mg/kg,| 1870650 |,mg/kg,45892419,corticosteroids
vancomycin (VANCOCIN) 750 mg in D5W 250 mL,| 239209 | 1795621 |,mg,1707687,corticosteroids
amikacin (AMIKIN) 450 mg in D5W 9 mL IV syringe,| 643 | 1795621 |,mg,1790868,corticosteroids
clotrimazole-betamethasone (LOTRISONE) cream 2 applicator,| 308714 |,applicator,920458,corticosteroids
EPINEPHrine (ADRENALIN) 16 mg in 0.9 % NaCl 250 mL infusion,| 310132 | 313002 |,mg/hr,1343916,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 13 mg, octreotide (SandoSTATIN) 300 mcg 2,640 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204401 | 237371 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 562352 | 800588 | 1090560 |,ml/hr,975125,corticosteroids
"amikacin (AMIKIN) 1,250 mg in 0.9 % NaCl 50 mL IVPB",| 643 | 313002 |,mg,1790868,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 230 mg in 0.9 % NaCl 23 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 225 mg in 0.9 % NaCl 22.5 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
"vancomycin (VANCOCIN) injection 1,996 mg",| 239209 |,mg/kg,1707687,corticosteroids
hydrocortisone (CORTEF) oral liquid 25 mg,| 197783 |,mg,975125,corticosteroids
"vancomycin (VANCOCIN) 1,090 mg in 0.9 % NaCl 218 mL infusion",| 239209 | 313002 |,mg,1707687,corticosteroids
vancomycin (VANCOCIN) 1 g in 0.9 % NaCl 200 mL,| 313002 | 1807513 |,mg,1707687,corticosteroids
vancomycin (VANCOCIN) 800 mg in 0.9 % NaCl 160 mL IV,| 239209 | 313002 |,mg,1707687,corticosteroids
methylPREDNISolone (Solu-MEDROL) 60 mg in 0.9 % NaCl 6 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 707 mg in 0.9 % NaCl 70.7 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
aspirin oral liquid 1 mg,| 212033 |,mg,1112807,corticosteroids
gentamicin (GARAMYCIN) 800 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,corticosteroids
EPINEPHrine (ADRENALIN) 1 MG/ML injection 100 mcg,| 310132 |,mg,1343916,corticosteroids
gentamicin (GARAMYCIN) 90 mg in D5W IVPB,| 1795621 | 1870650 |,mg/kg,45892419,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 15 mg 3,000 mL infusion",| 2418 | 6585 | 39954 | 204520 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 562352 | 801136 | 1872384 |,ml/hr,975125,corticosteroids
methylPREDNISolone (MEDROL) tablet 80 mg,| 328161 |,mg,1506270,corticosteroids
"vancomycin (VANCOCIN) injection 1,250 mg",| 239209 |,mg/kg,1707687,corticosteroids
*** Budesonide (ENTOCORT EC) 24 hr capsule 3 mg - Patient Supplied,| 1244214 |,mg,939259,corticosteroids
"lidocaine-EPINEPHrine 1 %-1:100,000 injection 14 mL",| 1010751 |,ml,1343916,corticosteroids
dexamethasone (DECADRON) tablet 17.75 mg,| 197577 | 197582 | 343033 |,mg,1518254,corticosteroids
hydrocortisone (SOLU-CORTEF) 4.5 mg in 0.9 % NaCl 4.5 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
"Vancomycin HCl SOLN 1,500 mg",| 1807513 |,mg,1707687,corticosteroids
**budesonide ER tablet 9 mg (UCERIS) - patient supplied,| 1366550 |,mg,939259,corticosteroids
Neomycin-Polymyxin-Dexameth 0.1 % OINT 1 applicator,| 309679 |,applicator,1518254,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 10 mg 2,016 mL infusion",| 2418 | 6585 | 39954 | 204520 | 237371 | 238755 | 313016 | 540930 | 801021 | 1871155 |,ml/hr,975125,corticosteroids
dexamethasone (DECADRON) injection 0.52 mg,| 1116927 |,mg,1518254,corticosteroids
tobramycin sulfate (NEBCIN) 600 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,corticosteroids
vancomycin (VANCOCIN) 1 g in 0.9 % NaCl 250 mL vial kit,| 239209 | 313002 |,mg,1707687,corticosteroids
methylPREDNISolone (SOLU-MEDROL) 210 mg in 0.9 % NaCl 21 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 61 mg in 0.9 % NaCl 6.1 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
gentamicin (GARAMYCIN) 30 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
"TPN with famotidine (PEPCID) 40 mg, hydrocortisone (Solu-CORTEF) 12 mg 2,400 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204401 | 204441 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801136 | 1871155 |,ml/hr,975125,corticosteroids
hydrocortisone (CORTEF) tablet 22.5 mg,| 197783 | 197787 |,mg,975125,corticosteroids
"dianeal low calcium with dextrose 1.5% 2,000 mL with vancomycin 1,500 mg infusion",| 800474 | 1807513 |,ml/hr,1707687,corticosteroids
ePHEDrine 5 MG/ML injection 25 mg,| 1116294 |,mg,1143374,corticosteroids
vancomycin (VANCOCIN) 500 MG injection,| 1807516 |,mg,1707687,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 478 mg in 0.9 % NaCl 47.8 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
tobramycin sulfate (NEBCIN) 350 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,corticosteroids
gentamicin (GARAMYCIN) 420 mg in D5W IVPB,| 1795621 | 1870650 |,mg/kg,45892419,corticosteroids
"gentamicin (GARAMYCIN) 320 mg in 0.9 % NaCl 1,000 mL irrigation",| 486515 | 1870650 |,mg,45892419,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 2,067 mg in 0.9 % NaCl 100 mL infusion",| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone (SOLU-MEDROL) 56 mg in 0.9 % NaCl 5.6 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
"lidocaine-EPINEPHrine 2 %-1:100,000 injection 3 mg",| 1010759 |,mg,1343916,corticosteroids
inv aspirin EC tablet 100 mg,| 198467 |,mg,1112807,corticosteroids
EPINEPHrine (ADRENALIN) 0.1 MG/ML injection 0.03 mg,| 727373 |,mg,1343916,corticosteroids
vancomycin (VANCOCIN) 920 mg in 0.9 % NaCl IV,| 239209 | 313002 |,mg,1707687,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 107 mg in 0.9 % NaCl 10.7 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 72 mg in 0.9 % NaCl 7.2 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
dextrose 50% with epinephrine 1:1000,| 4850 | 310132 |,ml,1343916,corticosteroids
dexamethasone (DECADRON) tablet 20 mg,| 197581 | 197583 |,mg,1518254,corticosteroids
methylPREDNISolone (SOLU-MEDROL) 394 mg in 0.9 % NaCl 39.4 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone (MEDROL) tablet 54 mg,| 197969 | 259966 | 328161 |,mg,1506270,corticosteroids
methylPREDNISolone (Solu-MEDROL) injection 70 mg,| 1743704 |,mg,1506270,corticosteroids
dexamethasone (DECADRON) 10 mg in 0.9 % NaCl IVPB,| 313002 | 1116927 |,mg,1518254,corticosteroids
"vancomycin (VANCOCIN) IVPB 1,250 mg",| 66955 |,mg,1707687,corticosteroids
dexamethasone (DECADRON) tablet 1.25 mg,| 197577 | 197580 |,mg,1518254,corticosteroids
aspirin tablet 81 mg,| 1191 |,mg,1112807,corticosteroids
tobramycin (NEBCIN) 600 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,corticosteroids
"lidocaine-EPINEPHrine 1 %-1:100,000 injection 25 mL",| 1010751 |,ml,1343916,corticosteroids
amikacin (AMIKIN) 150 mg in D5W IVPB,| 643 | 1795621 |,mg,1790868,corticosteroids
"vancomycin (VANCOCIN) oral liquid 1,000 mg",| 313570 |,mg,1707687,corticosteroids
vancomycin 500 mg in LR 500 mL colon wash,| 847630 | 1807516 |,ml/hr,1707687,corticosteroids
gentamicin (GARAMYCIN) 160 mg in D5W IVPB,| 1795621 | 1870650 |,mg/kg,45892419,corticosteroids
tobramycin (NEBCIN) 70 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,corticosteroids
aspirin oral liquid 81 mg,| 212033 |,mg,1112807,corticosteroids
"vancomycin (VANCOCIN) 1,530 mg in 0.9 % NaCl IV",| 239209 | 313002 |,mg,1707687,corticosteroids
inv dexamethasone/placebo (20-0006 ACTT-4) injection 6 mg,| 1116927 |,mg,1518254,corticosteroids
aspirin 81 MG EC tablet,| 308416 |,mg,1112807,corticosteroids
EPINEPHrine (ADRENALIN) 0.1 MG/ML injection 2 mg,| 3992 |,mg,1343916,corticosteroids
vancomycin (VANCOCIN) subconjunctival injection,| 1807516 |,ml,1707687,corticosteroids
gentamicin (GARAMYCIN) 2 mg/kg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,corticosteroids
hydrocortisone (Solu-CORTEF) 19.6 mg in 0.9 % NaCl 1.96 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
dexamethasone (DECADRON) 10 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 1116927 |,mg,1518254,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 12 mg 2,400 mL infusion",| 2418 | 6585 | 39954 | 237656 | 238755 | 313016 | 540930 | 801136 | 1871155 |,ml/hr,975125,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 12 mg 2,400 mL infusion",| 2418 | 6585 | 39954 | 204520 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801031 | 801136 |,ml/hr,975125,corticosteroids
gentamicin (GARAMYCIN) 120 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,corticosteroids
gentamicin (GARAMYCIN) 180 mg in D5W IVPB,| 1795621 | 1870650 |,mg/kg,45892419,corticosteroids
hydrocortisone (Solu-CORTEF) 4.53 mg in 0.9 % NaCl 4.53 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
hydrocortisone (Solu-CORTEF) 34 mg in 0.9 % NaCl 3.4 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 9.5 mg 1,920 mL infusion",| 2418 | 6585 | 34322 | 39954 | 237371 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801136 |,ml/hr,975125,corticosteroids
"vancomycin (VANCOCIN) injection 1,500 mg",| 66955 |,mg,1707687,corticosteroids
EPINEPHrine (ADRENALIN) 32 mg in 0.9 % NaCl 500 mL infusion,| 310132 | 313002 |,mg/hr,1343916,corticosteroids
tobramycin (NEBCIN) 450 mg in D5W 45 mL IV,| 597823 | 1795621 |,mg,902722,corticosteroids
"TPN with famotidine (PEPCID) 40 mg, hydrocortisone (Solu-CORTEF) 15 mg 3,000 mL infusion",| 2418 | 6585 | 39954 | 204441 | 237371 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801136 | 1871155 | 1872384 |,ml/hr,975125,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 3,537 mg in 0.9 % NaCl 100 mL infusion",| 313002 | 314099 |,mg,1506270,corticosteroids
"vancomycin (VANCOCIN) 1,360 mg in 0.9 % NaCl 272 mL IV",| 239209 | 313002 |,mg,1707687,corticosteroids
"TPN with insulin regular (HumuLIN R,NovoLIN R) 20 Units, hydrocortisone (Solu-CORTEF) 11.5 mg 2,280 mL infusion",| 2418 | 6585 | 39954 | 204401 | 204520 | 237371 | 237508 | 237656 | 237786 | 238755 | 308395 | 311034 | 312736 | 313016 | 313324 | 540930 | 562352 | 801136 | 1872384 |,ml/hr,975125,corticosteroids
"vancomycin (VANCOCIN) injection 2,503.5 mg",| 1807513 |,mg,1707687,corticosteroids
prednisoLONE (ORAPRED) oral solution 18.3 mg,| 283077 |,mg,1550557,corticosteroids
aspirin oral liquid 0.1 mg,| 212033 |,mg,1112807,corticosteroids
vancomycin (VANCOCIN) 1 g in 0.9 % NaCl 200 mL IVPB,| 1807508 |,ml/hr,1707687,corticosteroids
gentamicin (GARAMYCIN) 621 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
gentamicin (GARAMYCIN) 476 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
neomycin-bacitracin-polymyxin (TRIPLE ANTIBIOTIC) ointment 1 application,| 1359363 |,application,915981,corticosteroids
"vancomycin (VANCOCIN) 1,750 mg in 0.9 % NaCl 500 mL Vial2Bag kit",| 313002 | 1807513 | 1807518 |,mg,1707687,corticosteroids
"vancomycin (VANCOCIN) injection 1,762.5 mg",| 1807513 |,mg,1707687,corticosteroids
tobramycin sulfate (NEBCIN) 60 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,corticosteroids
neomycin-polymyxin-dexamethasone (MAXITROL) ophthalmic ointment,| 309679 |,drop,915981,corticosteroids
vancomycin (VANCOCIN) 145 mg in 0.9 % NaCl IV,| 239209 | 313002 |,mg,1707687,corticosteroids
gentamicin (GARAMYCIN) 580 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
tobramycin (NEBCIN) 90 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,corticosteroids
EPINEPHrine (ADRENALIN) 0.1 MG/ML injection 0.12 mg,| 3992 |,mg,1343916,corticosteroids
tobramycin sulfate (NEBCIN) 590 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,corticosteroids
"methylPREDNISolone sodium succ (Solu-MEDROL) 2,985 mg in 0.9 % NaCl 100 mL infusion",| 313002 | 314099 |,mg,1506270,corticosteroids
bupivacaine-EPINEPHrine 0.5% -1:200000 (PF) injection,| 1012384 |,mg,1343916,corticosteroids
hydrocortisone (Solu-CORTEF) injection 90 mg,| 238755 |,mg,975125,corticosteroids
hydrocortisone (Solu-CORTEF) 4.67 mg in 0.9 % NaCl 4.67 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 11.5 mg 2,280 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204401 | 204520 | 237371 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801136 |,ml/hr,975125,corticosteroids
"vancomycin (VANCOCIN) 1,750 mg in D5W 500 mL IVPB",| 239209 | 1795621 |,ml/hr,1707687,corticosteroids
amikacin (AMIKIN) 950 mg in 0.9 % NaCl 100 mL IVPB,| 643 | 313002 |,mg,1790868,corticosteroids
ePHEDrine Sulfate-NaCl (PF) 25-0.9 MG/5ML-% syringe SOSY,| 91166 |,mg,1143374,corticosteroids
EPINEPHrine (ADRENALIN) 4 mg in 0.9 % NaCl 250 mL infusion **Please deliver to NT OR satellite**,| 310132 | 313002 |,mg/kg/hr,1343916,corticosteroids
EPINEPHrine (ADRENALIN) 250 mg in 0.9 % NaCl 250 mL infusion,| 310132 | 313002 |,mg/kg/hr,1343916,corticosteroids
phenylephrine (VAZCULEP) 10 mg in 0.9 % NaCl 250 mL infusion,| 313002 | 1232651 |,mg,1135766,corticosteroids
gentamicin (GARAMYCIN) 40 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
gentamicin (GARAMYCIN) 480 mg in D5W 48 mL IV,| 1795621 | 1870650 |,mg,45892419,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 15 mg 3,000 mL infusion",| 2418 | 39954 | 237371 | 238755 | 313016 | 540930 | 801021 | 1871155 |,ml/hr,975125,corticosteroids
"methylPREDNISolone sodium succ (Solu-MEDROL) 12,284 mg in 0.9 % NaCl 500 mL IV",| 313002 | 314099 |,mg/kg/hr,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 696 mg in 0.9 % NaCl 69.6 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
